MessageID,Sender,TimeSubmitted,MessageText,URL,Subdomain,SLD,TLD,RedirectedURL,Brand,DomainRegistrar,DomainCreationDate,DomainLastUpdateAtSubmission,DomainLastUpdate,DomainStatus,DomainActiveFor,Detected,Malicious,Malware,Phishing,Suspicious,ImageText
438,,29/03/2023 00:12,"+16789$ burn out in 24 hours

setting down his knife and fork at last.",,,,,,,,,,,,,,,,,,"3:10 Tom 70)

< M+

Get__your_transaction__0.749
5 BIC w

coy Borgava Cenupepctosa Mar24 gl,

to borzoj-ja, bcc: me v

+16789$ burn out in 24 hours

setting down his knife and fork at last.

Bitcoin__Balance
__0.7495__ BTC...

POF PDF

"
439,,29/03/2023 00:12,you could win $500,,,,,,,,,,,,,,,,,,"3:11 Ae)
< Oe
$500 is calling your name [inbox)

Poshmark Info Mar 15 q

@
@&> to me v

Shop Party Explore

GET PAID TO SHOP!

YOU GOULD WIN

$500

HOW TO WIN

Shop today to be automatically
entered to win

Every purchase made is an additional
entry

10 lucky winners will receive $100 +
1 grand prize winner will receive
$500

SHOP NOW

Shop Trending Items
Sa weer = 7e20 Dn a Fr oy
"
440,(833) 945-2007,29/03/2023 00:12,vevor: don't miss our must-buy list! weekly updated with the best promotions and offers! hurry!>> https://zgz.nu/df9aozbt reply stop to stop,https://zgz.nu/df9aoZbT,,zgz,nu,,VEVOR,,,,,Inactive,,0,0,0,0,0,"3:06 A # © BNSC wll 42% 5

< (833) 945-2007 Q }

© _ Whyis this spam?

Similar messages were identified as soam

Not spam

Tuesday, Mar 14 - 9:00 AM

Texting with (833) 945-2007 (SMS/MMS)

VEVOR: Don't miss our must-buy
list! Weekly updated with the best
promotions and offers! Hurry!>>

https://zgz.nu/df9aoZbT Reply
@ STOP to stop

9:00 AM

(3) (a {Text message © &
"
441,+1 (411) 219-4667,29/03/2023 00:17,your prick will get so big that she'll choke on it! thomasanquetin.com/wvaft7,thomasanquetin.com/wVAFt7,,thomasanquetin,com,http://thomasanquetin.com/wVAFt7,,,,,,Inactive,,0,0,0,0,0,"e

+1 (411) 219-4667

*)
!

Text Message
Sat, Jan 7 at 3:44 AM

Your Prick Will Get So Big That
She'll Choke On It!
thomasanquetin.com/wVAFt7

The sender is not in your contact list.

Report Junk

a ® Q
*Og@Gdo oO &
"
442,,29/03/2023 00:19,"[ee]:we were unable to process your latest bill. in order to avoid fees, update your billing information via: https://ee.uk.billing45.com/?ee=2",https://ee.uk.billing45.com/?ee=2,ee.uk,billing45,com,,EE,"GoDaddy.com, LLC",19/09/2023,14/06/2023,19/09/2023,Active,316,0,0,0,0,0,"17252.

[EE]:We were unable to process
your latest bill. In order to
avoid fees, update your billing

information via: https://ee.uk
-billing45.com/?ee=2

"
443,1410100001,29/03/2023 00:51,costco promo : iphone 14 on us winner line: 6197729441 color: purple storage: 256gb dawlmterreabrbie.com/phone.html,dawlmterreabrbie.com/phone.html,,dawlmterreabrbie,com,http://dawlmterreabrbie.com/phone.html,Costco,,,,,Inactive,,0,0,0,0,1,"3:49 Mull 51%
< 1410100001 & Q
Sunday, January 29, 2023

i) costco promo: iPhone 14 on us
winner line: 6197729441
Color: Purple
Storage: 256GB
dawlmterreabrbie.com/
phone.html

4:26 PM

Enter message — ou
"
444,1410100012,29/03/2023 00:54,frm:www.claimrefund.info (sms_id=iymvqit264) msg:netflix is refunding you $65. remaining time to claim (48) hr (sms_id=iymvqit264),www.ClaimRefund.info,www,ClaimRefund,info,http://www.claimrefund.info/,Netflix,"Arsys Internet, S.L. dba NICLINE.COM",05/01/2024,,05/03/2024,Active,208,6,3,0,3,1,"3:53 MW Fall 51%
<— 1410100012 QQ
Saturday, October 15, 2022

y FRM:www.ClaimRefund.info
(sms_ID=IYMVQIT264)
MSG:Netflix is Refunding you $65.
Remaining Time to Claim (48) hr
(sms_ID=IYMVQIT264)

8:13 PM

Enter message — ou
"
445,no-reply98@amazon-us.com,29/03/2023 01:19,your amazon account is temporarily restricted. please confirm to restore access :// inkd.in/ghghxq3u reply stop to opt-out,Inkd.in/gHghxQ3U,,Inkd,in,http://inkd.in/gHghxQ3U,AMAZON,Endurance Digital Domain Technology LLP,21/12/2010,05/12/2022,05/12/2022,Active,4971,1,1,0,0,0,"no-reply98@amazon-us.com

Text Message
Yesterday 4:38 PM

Your AMAZON account is
temporarily restricted. Please
confirm to restore access ://
Inkd.in/gHghxQ3U Reply STOP
to opt-out
"
446,nclmqoduoyugacoy2@kojedga.de,29/03/2023 01:27,amazon.com we temporarily placed your amazon suspended to restore follow instruction below. https://www.weblaunch.hu/free/main38/mail?=749000072 please complete recovery within 2 days otherwise amazon account permanently suspended. we are sorry for any inconvenience this may have caused. thank you for your attention. o,https://www.weblaunch.hu/free/main38/mail?=749000072,www,weblaunch,hu,,Amazon,,,,,Active,,3,0,0,3,0,"4:26 2) 5G Ge

nclmqoduoyugacoy2@kojedga.de

Text Message
Thu, Mar 16 at 6:45 PM

Amazon.com

We temporarily placed your
Amazon suspended

To restore follow instruction
below.

main38/mail?=749000072

Please complete recovery within
2 days otherwise Amazon
account permanently suspended.

We are sorry for any
inconvenience this may have

caused.
Thank you for your attention.

The sender is not in your contact list.

Report Junk

ZN
O@- 9° @@®

Ko

"
447,appaxds.custs-mailspprtaccnt-ntflxmmbr...,29/03/2023 01:29,"your membership is on hold. to using your account as normally, you need to update some trouble with your current billing information. click link bellow to update your account : http://s955064170.onlinehome.us/itsy?_glbsas regards, netflix pte. ltd.",http://s955064170.onlinehome.us/itsy?_glbsas,s955064170,onlinehome,us,https://law.jaknet.my.id/protecting-yourself-from-amazon-scams-working-with-a-law-attorney/,Netflix,,,,,Inactive,,6,4,0,2,0,"4:28 al & (18

<®@

appaxds.custs-mailspprtaccnt-ntflxmmbr...

Text Message
Tue, Mar 14 at 2:15 AM

Your Membership is on hold. To using

your account as normally, you need to
update some trouble with your current
billing information.

Click link bellow to update your
account :

_glbsas

Regards,
Netflix Pte. Ltd.

The sender is not in your contact list.

Report Junk

gq © g
O@- 6 @e-s

"
448,+1 (949) 478-6950,29/03/2023 01:30,"wanna netflix and chill? 


don't weather the storm this weekend alone. download the right stuff now!
https://apps.apple.com/app/apple-store/id1620026842?pt=123402004&ct=occhill22323&mt=8
reply stop to end",nhttps://apps.apple.com/app/apple-store/id1620026842?pt=123402004&ct=OCchill22323&mt=8\nReply,apps,apple,com,,Netflix,NOM-IQ Ltd dba Com Laude,19/02/1987,,03/05/2024,Active,13677,0,0,0,0,0,"4:28 ae 93 |

+1 (949) 478-6950

Text Message
Fri, Feb 24 at 10:42 AM

Wanna netflix and chill?

Don't weather the storm this
weekend alone. Download The
Right Stuff now!
https://apps.apple.com/app/
apple-store/id1620026842?
pt=123402004&ct=OCchill2232
3&mt=8

Reply stop to end

The sender is not in your contact list.

Report Junk

a © g
© S Cash @ alot ‘e,)

"
449,act.custm-mailspprtaccnt-auth619-22417-0...,29/03/2023 01:30,"your amazon account has been locked. we recently received multiple failed login attempts to your account. recover your account immediately click link bellow: http://s954844695.onlinehome.us/act?_recovraccount please take action on your account within 48 hours to avoid permanent suspension. regards, amazon service",http://s954844695.onlinehome.us/act?_recovrAccount,s954844695,onlinehome,us,https://law.jaknet.my.id/protecting-yourself-from-amazon-scams-working-with-a-law-attorney/,Amazon,,,,,Inactive,,6,4,0,2,0,"4:28 a

:

act.custm-mailspprtaccnt-auth619-22417-0...

Text Message
Sun, Mar 12, 7:45 AM

Your Amazon Account has
been locked. We recently
received multiple failed login
attempts to your account.

Recover your account
immediately click link bellow:
http://
s954844695.onlinehome.us/
act?_recovrAccount

Please take action on your
account within 48 hours to
avoid permanent suspension.

Regards,
Amazon Service

5)
'
"
450,+1 (530) 709-4600,29/03/2023 01:30,this is a gift to express our gratitude for your exceptional payment record. happy 2023! t mobile posc9.xyz/ygspzzjzoh,POSC9.XYZ/YgSpZZjZoh,,POSC9,XYZ,http://posc9.xyz/YgSpZZjZoh,T-Mobile,Hosting Concepts B.V. d/b/a Registrar.eu,24/03/2023,31/08/2023,31/08/2023,Inactive,161,0,0,0,0,2,"4:27

<®

18 People

Text Message
Friday 7:00 PM

+1 (530) 709-4600

s POSc9.XYZ/YgSpZZjZoh

The sender and other recipients are not in your contact list.

Report Junk

O@@o-S@eE

"
451,,29/03/2023 01:30,your amazon account is temporarily restricted. please confirm to restore access ://inkd.in/ghghxq3u reply stop to opt-out,,,,,,,,,,,,,,,,,,"< @

no-reply98@amazon-us.com

Text Message
Yesterday 4:38 PM

Your AMAZON account is
temporarily restricted. Please
confirm to restore access ://
Inkd.in/gHghxQ3U Reply STOP
to opt-out

"
452,,29/03/2023 01:30,congratulations __jan!,,,,,,,,,,,,,,,,,,"Get Unlimited 1.5% Cashback Rewards”

on Every Purchase!

Simple application process with a quick decision!

Take Advantage of These Benefits:

* Bad credit history? No Problem!

© MILESTONE’

+ $0 Security Deposit Required -
Keep Your cash in Your Wallet

Don't have perfect credit? No Problem!
"
453,atc.norply-mailspprtaccnt-renewmmbrntflx732...,29/03/2023 01:30,"1 your membership is on hold. to using your account as normally, you need to update some trouble with your current billing information. click link bellow to update your account: http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx regards, netflix pte. ltd.",http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx,s956455895,onlinehome,us,,Netflix,IONOS SE,24/04/2002,,08/06/2024,Active,8134,3,2,0,1,0,"16:30 oa! 5GEESD

<e @

atc.norply-mailspprtaccnt-renewmmbrntflx732...

Text Message
Sunday 06:25

Your Membership is on hold. To
using your account as normally, you
need to update some trouble with
your current billing information.

Click link bellow to update your
account :

http://restart-
membership.com:911@s95645589
5.onlinehome.us/atcc/?
_pagesxacctx

Regards,
Netflix Pte. Ltd.

The sender is not in your contact list.
Report Junk

a & g

"
454,+1 (949) 773-2592,29/03/2023 01:31,"avoid the woke bullshit. get on the right stuff, the fastest growing dating app in orange county.
https://apps.apple.com/app/apple-store/id1620026842?pt=123402004&ct=octext2923&mt=8
reply stop to cancel",nhttps://apps.apple.com/app/apple-store/id1620026842?pt=123402004&ct=OCText2923&mt=8\nReply,apps,apple,com,,The Right Stuff,NOM-IQ Ltd dba Com Laude,19/02/1987,,03/05/2024,Active,13677,0,0,0,0,0,"4:30 :

:

+1 (949) 773-2592

*)

[93]

Text Message
Thu, Feb 9 at 7:19 PM

Avoid the woke bullshit. Get on
The Right Stuff, the fastest
growing dating app in Orange
County.
https://apps.apple.com/app/
apple-store/id1620026842?
pt=123402004&ct=OCText2923
&mt=8

Reply STOP to cancel

The sender is not in your contact list.
Report Junk

a © g
© S Cash @ alot ‘e,)

"
455,29359524807,29/03/2023 01:31,"hello mshanahan6810
there is a file named bill574392743 in the email we sent you this morning.",,,,,,,,,,,,,,,,,,"Your RenewallXNNR29359524807 D Spam x

tome ~

Co) no-reply-5279077 <davidgilber238@gmail.com>

Why is this message in spam? It is similar to messages that were identified as spam in the past.

Report not spam

Hello mshanahan6810
There is a file named Bill574392743 in the email we sent you this morning,

One attachment + Scanned by Gmail ©

© Mon, Mar 20, 12:59PM (8 days ago)

w
"
456,cs_amazonsupport-80928-05896@cof,29/03/2023 01:31,(amazon: account locked.more info wotw1w3x.safelinkamz.us/?userid-iaiuf ~) ol6f0 o a,WOTw1W3X.safelinkamz.us/?UserID-IAIUF,WOTw1W3X,safelinkamz,us,http://wotw1w3x.safelinkamz.us/?UserID-IAIUF,Amazon,"NameSilo, LLC",22/02/2023,02/10/2023,02/10/2023,Inactive,223,0,0,0,0,0,"4:28 a

<@ s

cs_amazonsupport-80928-05896@cof... >

*)
'

Text Message
Sat, Feb 25, 9:41 PM

(Amazon : Account locked.more
Talie)
wOTw1W3xX.safelinkamz.us/?
UserlD-IAIUF ~) ol6fO

a
0@- &@Q@ s

"
457,servicefpqulw8n3vcyw2o1j46@overbarat.wiki,29/03/2023 01:32,amazon.com 976595 is your amazon otp. do not share it with anyone if you didnt make this request login to verif below https://website.roomraccoon.com/free/help96/mail?=70352032 otherwise ignore this message. amazon team o,https://website.roomraccoon.com/free/help96/mail?=70352032,website,roomraccoon,com,,Amazon,REALTIME REGISTER B.V.,12/01/2016,,14/01/2024,Active,3123,1,0,0,1,0,"4:31 *

*)

[93]

servicefpqulw8n3vcyw201j46 @overbarat.wiki

Text Message
Wed, Feb 8 at 10:16 AM

Amazon.com

976595 is your Amazon OTP. Do
not share it with anyone

If you didnt make this request
login to verif below

https://
website.roomraccoon.com/free/
help96/mail?=70352032

Otherwise ignore this message.

Amazon Team

The sender is not in your contact list.

Report Junk

gq & g
O@- 0° @@®

"
458,customer-supportissue-amznscs392-08...,29/03/2023 01:32,"your amazon account has been locked. we recently received multiple failed login attempts on your account. recover your account immediately by click link bellow: http://s953495841.onlinehome.us/fix?_recovraccount please take action on your account within 48 hours to avoid permanent suspension. regards, amazon service",http://s953495841.onlinehome.us/fix?_recovrAccount,s953495841,onlinehome,us,https://law.jaknet.my.id/protecting-yourself-from-amazon-scams-working-with-a-law-attorney/,Amazon,,,,,Inactive,,6,4,0,2,0,"4:30 | >

<@

customer-supportissue-amznscs392-08...

Text Message
Wed, Mar 1 at 4:53 AM

Your Amazon Account has been
locked. We recently received multiple
failed login attempts on your account.

Recover your account immediately by
click link bellow:
http://s953495841.onlinehome.us/fix?
_recovrAccount

Please take action on your account
within 48 hours to avoid permanent
suspension.

Regards,
Amazon Service

The sender is not in your contact list.

Report Junk

Cc &)
O@- °° @®

"
459,+1 (364) 888-6220,29/03/2023 01:32,"dear to join our btc discussion study group, where you can learn to earn 600-4000 per day, please click whatsapp://chat/?code=gocvgbkozmb0fmmqbgwddb uw",whatsapp://chat/?code=GOCVGBKOzmb0FmmQBgwddb,,,chat,,Whatsapp,,,,,,,,,,,,"4:29 TT | 56 |

<e @

+1 (364) 888-6220

Text Message
Today 10:13 AM

Dear to join our BtC discussion
Study Group , where you can
learn to earn GOO-4000 per day,

code=GOCVGBKOzmb0OFmm@QB
gwddb uw

The sender is not in your contact list.
Report Junk

Gg €) g
O@- 0 @@-»

"
460,+1 (949) 773-2592,29/03/2023 01:32,"avoid the woke bullshit. get on the right stuff, the fastest growing dating app in orange county. https://apps.apple.com/app/apple-store/id1620026842?pt=123402004&ct=octext2923&mt=8 reply stop to cancel",https://apps.apple.com/app/apple-store/id1620026842?pt=123402004&ct=OCText2923&mt=8,apps,apple,com,https://apps.apple.com/us/app/the-right-stuff-dating-right/id1620026842?pt=123402004&ct=OCText2923&mt=8,The Right Stuff,NOM-IQ Ltd dba Com Laude,19/02/1987,07/09/2023,03/05/2024,Active,13677,0,0,0,0,0,"+1 (949) 773-2592

Text Message
Thu, Feb 9 at 7:19 PM

Avoid the woke bullshit. Get on
The Right Stuff, the fastest
growing dating app in Orange
County.
https://apps.apple.com/app/

apple-store/id1620026842?
pt=123402004&ct=OCText2923
&mt=8

Reply STOP to cancel

The sender is not in your contact list.

Report Junk

"
461,1-367-653-0168,29/03/2023 01:32,"your paypal has been limited. we have frozen your paypal cause our service has detected two unauthorized attempt. to unlock your account, you required verify your account. click the link below to unlock your account : http://s953223476.onlinehome.us/ your account will be automatically unlock, after finishing the verification. best regards, paypal support.",http://s953223476.onlinehome.us/,s953223476,onlinehome,us,,PayPal,IONOS SE,24/04/2002,,08/06/2024,Active,8134,6,3,0,3,0,"4:31

1-367-653-0168.cell-

Text Message
Tue, Feb 28, 4:36 AM

Your PayPal has been limited.

We have frozen your PayPal
because our service has
detected two unauthorized
attempt.

To unlock your account, you
required verify your Account.
Click the link below to unlock
your Account :

http://
$953223476.onlinehome.us/

Your account will be
automatically unlock, after
finishing the verification.

Best Regards,
PayPal Support.
"
462,,29/03/2023 01:33,"hello shakycrab,
your icloud storage is full. because you’ve exceeded your storage plan, your documents, contacts, and device data are no longer backing up to icloud and your photos and videos are not uploading to icloud photos. icloud drive and icloud-enabled apps are not updating across your devices.
to continue using these icloud services, you need to upgrade to icloud+ or reduce the amount of storage you are using.
just for limited time (giveaway ends tomorrow at 11:59pm)
get now additional 50 gb for free .
the icloud team",,,,,,,,,,,,,,,,,,"FULL

Hello Shakycrab,

Your iCloud storage is full. Because you've exceeded your storage plan, your documents,
contacts, and device data are no longer backing up to iCloud and your photos and videos
are not uploading to iCloud Photos. iCloud Drive and iCloud-enabled apps are not updating
across your devices.

To continue using these iCloud services, you need to upgrade to iCloud+ or reduce the
amount of storage you are using.

Just for limited time (Giveaway ends tomorrow at 11:59PM)
Get NOW additional 50 GB for FREE.

The iCloud Team
"
463,customer-supportissue-amznscs392-08...,29/03/2023 01:33,"your a‌m‌az‌on acc‌o‌unt has been locked. we recently received multiple failed login attempts on your acc‌o‌unt. re͏͏c͏͏‌o͏͏‌v͏͏e͏͏r͏͏ y͏͏‌o͏͏‌u͏͏r͏͏ a͏͏c͏͏c͏͏‌o͏͏u͏͏‌n͏͏t͏͏ i͏͏‌m͏͏m͏͏e͏͏d͏͏‌i͏͏a͏͏‌t͏͏e͏͏l͏͏y͏͏ by c͏͏‌l͏͏i͏͏‌c͏͏k͏͏ l͏͏i͏͏‌n͏͏k͏͏ b͏͏‌e͏͏l͏͏‌‌l͏͏o͏͏w͏͏: http://s953495841.onlinehome.us/fix?_recovraccount p͏l͏e͏‌‌a͏s͏e͏ t͏a͏‌k͏e͏ a͏c͏t͏i͏‌o͏n͏ o͏n͏ y͏o͏‌u͏r͏ a͏c͏‌c͏o͏‌u͏n͏t͏ w͏i͏t͏‌‌h͏‌‌i͏n͏ 4͏‌8͏ h͏‌o͏u͏r͏s͏ t͏‌o͏ a͏v͏‌o͏‌i͏d͏ p͏‌e͏r͏m͏‌a͏n͏‌e͏n͏t͏ s͏u͏‌s͏p͏e͏‌n͏s͏i͏‌o͏n͏. regards, ama‌z‌on ser‌v‌ice",http://s953495841.onlinehome.us/fix?_recovrAccount,s953495841,onlinehome,us,https://law.jaknet.my.id/protecting-yourself-from-amazon-scams-working-with-a-law-attorney/,Amazon,IONOS SE,24/04/2002,08/06/2018,08/06/2018,Inactive,5890,6,4,0,2,0,"€ > GZ a smishtank.com/smish/458 ©n * bea J (Update })
59

customer-supportissue-amznscs392-08...

Text Message
Wed, Mar 1 at 4:53 AM

Your Amazon Account has been
locked. We recently received multiple
failed login attempts on your account.

Recover your account immediately by
click link bellow:

Please take action on your account
within 48 hours to avoid permanent
suspension.

Regards,
Amazon Service

The sender is not in your contact list.

"
